MovieName,MovieID,Genre,UserID,Rating,Timestamp,Gender,Age,Occupation,Zip-code,age_group
"Last September, The (1999)",3570,"Drama,",731,5,975508179,M,45,3,55410,40-50
Last Summer in the Hamptons (1995),84,"Comedy|Drama,,",78,5,978570873,F,45,1,98029,40-50
"Last Supper, The (1995)",627,"Drama|Thriller,",131,3,977598541,M,18,4,06520,10-20
"Last Temptation of Christ, The (1988)",2022,"Drama,",161,4,977222411,M,45,16,98107-2117,40-50
"Last Time I Committed Suicide, The (1997)",1567,"Drama,",655,1,975700443,F,25,2,92629,20-30
"Last Time I Saw Paris, The (1954)",972,"Drama,",1141,2,974878718,F,25,3,84770,20-30
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",763,"Drama,",4169,3,978663826,M,50,0,66048,40-50
"Last of the Mohicans, The (1992)",1408,"Action|Romance|War,",2,3,978299839,M,56,16,70072,50-60
"Late August, Early September (Fin août, début septembre) (1998)",2705,Drama,1069,5,974943302,M,25,20,98105,20-30
Late Bloomers (1996),1553,"Comedy,,",1470,2,974839011,M,18,4,94118,10-20
Laura (1944),942,"Crime|Film-Noir|Mystery,,",17,4,978159040,M,50,1,95350,40-50
Lawn Dogs (1997),1880,"Drama,,",26,3,978140311,M,25,7,23112,20-30
Lawnmower Man 2: Beyond Cyberspace (1996),66,"Sci-Fi|Thriller,,",42,2,978039659,M,25,8,24502,20-30
"Lawnmower Man, The (1992)",1037,"Action|Sci-Fi|Thriller,",22,1,978137099,M,18,15,53706,10-20
Lawrence of Arabia (1962),1204,"Adventure|War,,",10,4,978225456,F,35,1,95370,30-40
"Lay of the Land, The (1997)",1630,"Comedy|Drama,",1470,2,974915568,M,18,4,94118,10-20
"Leading Man, The (1996)",1749,"Romance,",343,4,1003523093,F,35,3,55127,30-40
"League of Their Own, A (1992)",3255,"Comedy|Drama,",2,4,978299321,M,56,16,70072,50-60
Leather Jacket Love Story (1997),1851,"Drama|Romance,,",2796,4,997320494,M,25,14,92104,20-30
Leatherface: Texas Chainsaw Massacre III (1990),2461,"Horror,,",44,1,978041318,M,45,17,98052,40-50
Leave It to Beaver (1997),1602,"Comedy,,",48,2,978147812,M,25,4,92107,20-30
Leaving Las Vegas (1995),25,"Drama|Romance,,",8,5,978229477,M,25,12,11413,20-30
Legal Deceit (1997),1709,"Thriller,,",4553,2,964551353,F,35,16,48237,30-40
Legend (1985),2143,"Adventure|Fantasy|Romance,,",18,5,978152573,F,18,3,95825,10-20
"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",2691,"Drama,",829,5,975369616,M,1,19,53711,1-10
Legends of the Fall (1994),266,"Drama|Romance|War|Western,,",6,4,978237909,F,50,9,55117,40-50
Let's Get Harry (1986),3389,"Action|Adventure,,",123,3,977529656,M,35,9,67208,30-40
Let's Talk About Sex (1998),2234,"Drama,,",1069,1,974945262,M,25,20,98105,20-30
Lethal Weapon (1987),2000,"Action|Comedy|Crime|Drama,,",10,5,978226319,F,35,1,95370,30-40
Lethal Weapon 2 (1989),2001,"Action|Comedy|Crime|Drama,,",10,4,978227669,F,35,1,95370,30-40
Lethal Weapon 3 (1992),2002,"Action|Comedy|Crime|Drama,,",2,5,978300100,M,56,16,70072,50-60
Lethal Weapon 4 (1998),1918,"Action|Comedy|Crime|Drama,,",10,3,978230230,F,35,1,95370,30-40
Liar Liar (1997),1485,"Comedy,,",5,3,978246576,M,25,20,55455,20-30
Liberty Heights (1999),3078,"Drama,,",53,5,977984409,M,25,0,96931,20-30
Licence to Kill (1989),2990,"Action,,",19,3,982190719,M,1,10,48073,1-10
Life (1999),2587,"Comedy,,",169,3,978507765,M,25,7,55439,20-30
Life Is Beautiful (La Vita è bella) (1997),2324,"Comedy|Drama,,",8,3,978230483,M,25,12,11413,20-30
"Life Less Ordinary, A (1997)",1658,"Romance|Thriller,",41,4,978039467,F,18,4,15116,10-20
"Life and Times of Hank Greenberg, The (1998)",3188,"Documentary,",173,5,988997836,M,25,0,45237,20-30
"Life of Émile Zola, The (1937)",1933,"Drama,",169,2,977208621,M,25,7,55439,20-30
Life with Mikey (1993),486,"Comedy,,",48,2,978013510,M,25,4,92107,20-30
Lifeboat (1944),2202,"Drama|Thriller|War,,",23,3,978466115,M,35,0,90049,30-40
Lifeforce (1985),2377,"Horror|Sci-Fi,,",17,5,978160993,M,50,1,95350,40-50
Light It Up (1999),3050,"Drama,,",229,4,1039505323,M,18,10,04576,10-20
Light Years (1988),3687,"Sci-Fi,,",1470,2,974838528,M,18,4,94118,10-20
Light of Day (1987),2755,"Drama,,",62,2,977909026,F,35,3,98105,30-40
Lightning Jack (1994),487,"Comedy|Western,,",26,2,978146357,M,25,7,23112,20-30
Like Water for Chocolate (Como agua para chocolate) (1992),265,"Drama|Romance,,",2,4,978299026,M,56,16,70072,50-60
Limbo (1999),2682,"Drama,,",35,4,978100700,M,45,1,02482,40-50
Limelight (1952),3559,"Drama,,",173,4,1023477818,M,25,0,45237,20-30
"Limey, The (1999)",2912,"Action|Crime|Drama,",17,4,978160228,M,50,1,95350,40-50
"Line King: Al Hirschfeld, The (1996)",1144,"Documentary,",873,3,975439881,M,56,6,19027,50-60
"Lion King, The (1994)",364,"Animation|Children's|Musical,",6,4,978237570,F,50,9,55117,40-50
Little Big League (1994),569,"Children's|Comedy,,",6,4,978236876,F,50,9,55117,40-50
Little Big Man (1970),3037,"Comedy|Drama|Western,,",10,5,978225682,F,35,1,95370,30-40
Little Boy Blue (1997),1890,"Drama,,",123,3,978185302,M,35,9,67208,30-40
Little Buddha (1993),365,"Drama,,",53,3,977986324,M,25,0,96931,20-30
Little City (1998),1782,"Comedy|Romance,,",45,2,977988489,F,45,16,94110,40-50
"Little Indian, Big City (Un indien dans la ville) (1994)",641,"Comedy,",1141,1,974878851,F,25,3,84770,20-30
Little Lord Fauntleroy (1936),961,"Drama,,",31,4,978120735,M,56,7,06840,50-60
Little Men (1998),1877,"Drama,,",1298,4,974837949,M,35,6,33615,30-40
"Little Mermaid, The (1989)",2081,"Animation|Children's|Comedy|Musical|Romance,",3,4,978298504,M,25,15,55117,20-30
Little Nemo: Adventures in Slumberland (1992),2800,"Animation|Children's,,",21,4,978139540,M,18,16,99353,10-20
Little Odessa (1994),268,"Drama,,",53,4,977987826,M,25,0,96931,20-30
"Little Princess, A (1995)",262,"Children's|Drama,",18,5,978155186,F,18,3,95825,10-20
"Little Princess, The (1939)",917,"Children's|Drama,",212,4,976946364,M,25,16,53714,20-30
"Little Rascals, The (1994)",575,"Children's|Comedy,",48,3,978066979,M,25,4,92107,20-30
Little Shop of Horrors (1986),2746,"Comedy|Horror|Musical,,",10,5,978228307,F,35,1,95370,30-40
"Little Shop of Horrors, The (1960)",2747,"Comedy|Horror,",31,5,978121242,M,56,7,06840,50-60
Little Voice (1998),2390,"Comedy,,",5,4,978242679,M,25,20,55455,20-30
Little Women (1994),261,"Drama,,",18,5,978157259,F,18,3,95825,10-20
Live Flesh (1997),1844,"Drama,,",195,4,978884068,M,25,12,10458,20-30
Live Nude Girls (1995),467,"Comedy,,",26,3,978144646,M,25,7,23112,20-30
Live Virgin (1999),3722,"Comedy,,",1306,2,1014018924,M,25,3,64068,20-30
Live and Let Die (1973),2991,"Action,,",19,5,978146910,M,1,10,48073,1-10
"Living Dead Girl, The (La Morte Vivante) (1982)",3085,"Horror,",1496,4,974750758,M,25,17,94108,20-30
Living Out Loud (1998),2331,"Comedy|Romance,,",35,3,978103896,M,45,1,02482,40-50
Living in Oblivion (1995),176,"Comedy,,",5,4,978244568,M,25,20,55455,20-30
Loaded (1994),614,"Drama|Thriller,,",673,1,975620290,M,25,20,10023,20-30
Loaded Weapon 1 (1993),3208,"Action|Comedy,,",19,3,978147313,M,1,10,48073,1-10
Local Hero (1983),1238,"Comedy,,",91,5,977666308,M,35,7,07650,30-40
"Lock, Stock & Two Smoking Barrels (1998)",2542,"Comedy|Crime|Thriller,",17,4,978160337,M,50,1,95350,40-50
"Lodger, The (1926)",2227,"Thriller,",549,5,976116161,M,25,6,53217,20-30
Logan's Run (1976),2528,"Action|Adventure|Sci-Fi,,",13,3,978202524,M,45,1,93304,40-50
Lolita (1962),2729,"Drama,,",62,4,977969775,F,35,3,98105,30-40
Lolita (1997),2025,"Drama|Romance,,",18,2,978156808,F,18,3,95825,10-20
Lone Star (1996),800,"Drama|Mystery,,",5,2,978244540,M,25,20,55455,20-30
Lonely Are the Brave (1962),3737,"Drama|Western,,",533,4,976141348,M,25,12,27514,20-30
"Long Goodbye, The (1973)",2511,"Crime,",23,3,978462555,M,35,0,90049,30-40
"Long Kiss Goodnight, The (1996)",1047,"Action|Thriller,",22,4,978136641,M,18,15,53706,10-20
"Long Walk Home, The (1990)",3713,"Drama,",17,4,978159210,M,50,1,95350,40-50
"Longest Day, The (1962)",3062,"Action|Drama|War,",29,4,978135986,M,35,7,33407,30-40
Looking for Richard (1996),1050,"Documentary|Drama,,",62,5,977901922,F,35,3,98105,30-40
Lord of Illusions (1995),177,"Horror,,",53,4,977980747,M,25,0,96931,20-30
Lord of the Flies (1963),3461,"Adventure|Drama|Thriller,,",15,4,978212698,M,25,7,22903,20-30
"Lord of the Rings, The (1978)",2116,"Adventure|Animation|Children's|Sci-Fi,",17,4,978160993,M,50,1,95350,40-50
"Lords of Flatbush, The (1974)",3590,"Comedy,",26,3,978273135,M,25,7,23112,20-30
Loser (1991),1107,"Comedy,,",1755,2,1029989403,F,18,4,77005,10-20
Loser (2000),3616,"Comedy|Romance,,",50,2,977960910,F,25,2,98133,20-30
Losing Chase (1996),1531,"Drama,,",212,3,976903711,M,25,16,53714,20-30
Losing Isaiah (1995),271,"Drama,,",157,3,977248407,M,35,16,12866,30-40
"Loss of Sexual Innocence, The (1999)",2674,"Drama,",33,3,978982589,M,45,3,55421,40-50
Lost & Found (1999),2597,"Comedy|Romance,,",163,2,977322650,M,18,4,85013,10-20
Lost Highway (1997),1464,"Mystery,,",33,3,978985495,M,45,3,55421,40-50
Lost Horizon (1937),944,"Drama,,",97,4,977622298,F,35,3,66210,30-40
"Lost Weekend, The (1945)",1938,"Drama,",62,4,977909562,F,35,3,98105,30-40
"Lost World: Jurassic Park, The (1997)",1544,"Action|Adventure|Sci-Fi|Thriller,",2,4,978300174,M,56,16,70072,50-60
Lost in Space (1998),1831,"Action|Sci-Fi|Thriller,,",10,5,979776206,F,35,1,95370,30-40
Lotto Land (1995),843,"Drama,,",4227,1,965325372,M,25,19,11414-2520,20-30
Love & Human Remains (1993),178,"Comedy,,",36,3,978063899,M,25,3,94123,20-30
Love & Sex (2000),3885,"Comedy|Romance,,",173,2,988998015,M,25,0,45237,20-30
Love Affair (1994),270,"Drama|Romance,,",531,3,978972925,F,18,14,22206,10-20
"Love Bewitched, A (El Amor Brujo) (1986)",2934,"Musical,",873,4,975440058,M,56,6,19027,50-60
"Love Bug, The (1969)",1010,"Children's|Comedy,",48,3,978063092,M,25,4,92107,20-30
Love Is a Many-Splendored Thing (1955),3414,"Romance,,",59,3,1041963108,F,50,1,55413,40-50
Love Is the Devil (1998),2304,"Drama,,",706,2,975543802,M,35,20,78664,30-40
Love Jones (1997),1477,"Romance,,",62,3,977904513,F,35,3,98105,30-40
"Love Letter, The (1999)",2629,"Comedy|Romance,",16,2,978174639,F,35,0,20670,30-40
Love Serenade (1996),1585,"Comedy,,",225,4,976831547,M,25,7,11215,20-30
Love Stinks (1999),2809,"Comedy,,",214,3,976900837,M,18,20,80218,10-20
Love Walked In (1998),1852,"Drama|Thriller,,",1470,2,974839150,M,18,4,94118,10-20
Love and Basketball (2000),3554,"Drama|Romance,,",30,4,978122183,F,35,7,19143,30-40
Love and Death (1975),3814,"Comedy,,",45,4,977990222,F,45,16,94110,40-50
Love and Death on Long Island (1997),1794,"Comedy|Drama,,",5,3,978245966,M,25,20,55455,20-30
Love and Other Catastrophes (1996),1493,"Romance,,",731,4,975528115,M,45,3,55410,40-50
Love and a .45 (1994),600,"Thriller,,",293,1,976561375,M,56,1,55337-4056,50-60
Love in the Afternoon (1957),937,"Comedy|Romance,,",45,4,977988788,F,45,16,94110,40-50
Love! Valour! Compassion! (1997),1535,"Drama|Romance,,",5,4,978245513,M,25,20,55455,20-30
Love's Labour's Lost (2000),3719,"Comedy|Romance,,",134,5,1005595701,M,25,0,66212,20-30
"Love, etc. (1996)",2576,"Drama,",1150,2,974874026,F,25,20,75226,20-30
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",2585,"Drama|Romance,",195,4,1029824340,M,25,12,10458,20-30
"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",2704,"Drama|Romance,",239,3,976756700,M,18,19,94618,10-20
"Loves of Carmen, The (1948)",3209,"Drama,",992,1,975074499,F,35,3,02780,30-40
"Low Down Dirty Shame, A (1994)",387,"Action|Comedy,",123,3,979399457,M,35,9,67208,30-40
"Low Life, The (1994)",730,"Drama,",1069,1,974943274,M,25,20,98105,20-30
Lucas (1986),3480,"Drama,,",36,5,993703945,M,25,3,94123,20-30
Lucie Aubrac (1997),2833,"Romance|War,,",2453,4,974189925,M,25,7,55429,20-30
Lulu on the Bridge (1998),2873,"Drama|Mystery|Romance,,",79,2,977805821,F,45,0,98103,40-50
Lured (1947),3656,"Crime,,",5313,5,960920392,M,56,0,55406,50-60
M (1931),1260,"Crime|Film-Noir|Thriller,,",81,5,977785502,F,25,0,60640,20-30
M*A*S*H (1970),1294,"Comedy|War,,",10,4,978225952,F,35,1,95370,30-40
M. Butterfly (1993),488,"Drama,,",195,5,978653276,M,25,12,10458,20-30
MacKenna's Gold (1969),3806,"Western,,",117,4,977508855,M,25,17,33314,20-30
Macao (1952),1070,"Adventure,,",4169,3,971580375,M,50,0,66048,40-50
"Machine, The (1994)",1433,"Comedy|Horror,",1017,1,975013198,M,35,0,30906,30-40
Mad City (1997),1667,"Action|Drama,,",147,3,977336825,M,18,4,91360,10-20
Mad Dog Time (1996),1313,"Crime,,",23,3,978462095,M,35,0,90049,30-40
Mad Love (1995),179,"Drama|Romance,,",151,1,978682742,F,25,20,85013,20-30
Mad Max (1979),3702,"Action|Sci-Fi,,",4,4,978294260,M,45,7,02460,40-50
Mad Max 2 (a.k.a. The Road Warrior) (1981),3703,"Action|Sci-Fi,,",10,2,978226805,F,35,1,95370,30-40
Mad Max Beyond Thunderdome (1985),3704,"Action|Sci-Fi,,",10,2,978228364,F,35,1,95370,30-40
Madame Butterfly (1995),1087,"Musical,,",535,3,976138245,M,35,6,95370,30-40
Madame Sousatzka (1988),3496,"Drama,,",216,4,976865017,M,45,13,52761,40-50
Made in America (1993),489,"Comedy,,",45,3,977991904,F,45,16,94110,40-50
Madeline (1998),1919,"Children's|Comedy,,",66,2,977886754,M,25,18,57706,20-30
"Madness of King George, The (1994)",272,"Drama,",5,3,978245487,M,25,20,55455,20-30
Madonna: Truth or Dare (1991),1191,"Documentary,,",5,2,978246426,M,25,20,55455,20-30
Mafia! (1998),2027,"Comedy|Crime,,",39,3,978043398,M,18,4,61820,10-20
Magnolia (1999),3160,"Drama,,",9,3,978225984,M,25,17,61614,20-30
Magnum Force (1973),3682,"Western,,",6,3,978238036,F,50,9,55117,40-50
Major League: Back to the Minors (1998),1863,"Comedy,,",216,3,976867010,M,45,13,52761,40-50
Major Payne (1994),267,"Comedy,,",26,2,978140520,M,25,7,23112,20-30
Make Mine Music (1946),3775,"Animation|Children's|Musical,,",563,3,976045005,M,25,4,53703,20-30
Make Them Die Slowly (Cannibal Ferox) (1980),3842,"Horror,,",3575,3,966719760,M,25,18,54915,20-30
Malcolm X (1992),3246,"Drama,,",8,4,978230391,M,25,12,11413,20-30
Male and Female (1919),2821,"Adventure|Drama,,",1470,2,974836551,M,18,4,94118,10-20
Malice (1993),490,"Thriller,,",38,2,978044437,F,18,4,02215,10-20
Mallrats (1995),180,"Comedy,,",10,2,978226766,F,35,1,95370,30-40
"Maltese Falcon, The (1941)",913,"Film-Noir|Mystery,",5,5,978242740,M,25,20,55455,20-30
Mamma Roma (1962),557,"Drama,,",1749,5,974753277,M,25,2,10040,20-30
Man Bites Dog (C'est arrivé près de chez vous) (1992),3266,"Action|Comedy|Crime|Drama,,",5,2,978246162,M,25,20,55455,20-30
Man Facing Southeast (Hombre Mirando al Sudeste) (1986),2938,"Drama,,",99,1,982791002,F,1,10,19390,1-10
"Man Who Knew Too Little, The (1997)",1689,"Comedy|Mystery,",22,3,978154379,M,18,15,53706,10-20
"Man Who Knew Too Much, The (1934)",2212,"Thriller,",62,4,977909249,F,35,3,98105,30-40
"Man Who Knew Too Much, The (1956)",2183,"Thriller,",33,5,978558122,M,45,3,55421,40-50
"Man Who Would Be King, The (1975)",1303,"Adventure,",12,4,978218916,M,25,12,32793,20-30
"Man Without a Face, The (1993)",491,"Drama,",26,3,978139421,M,25,7,23112,20-30
"Man and a Woman, A (Un Homme et une Femme) (1966)",2969,"Drama|Romance,",35,4,978101459,M,45,1,02482,40-50
"Man for All Seasons, A (1966)",1949,"Drama,",35,4,978101434,M,45,1,02482,40-50
"Man from Down Under, The (1943)",749,"Drama,",2121,3,974647850,M,56,13,02356,50-60
"Man from Laramie, The (1955)",3311,"Western,",128,3,977434232,M,56,6,37922,50-60
"Man in the Iron Mask, The (1998)",1801,"Action|Drama|Romance,",2,3,978300002,M,56,16,70072,50-60
"Man of No Importance, A (1994)",385,"Drama,",673,5,975620088,M,25,20,10023,20-30
Man of the Century (1999),2999,"Comedy,,",214,4,976900837,M,18,20,80218,10-20
Man of the House (1995),274,"Comedy,,",153,4,985055477,M,1,10,51537,1-10
Man of the Year (1995),137,"Documentary,,",193,3,1025572855,F,45,15,44106,40-50
Man on the Moon (1999),3174,"Comedy|Drama,,",10,4,978228364,F,35,1,95370,30-40
"Man with Two Brains, The (1983)",2111,"Comedy,",10,4,978228798,F,35,1,95370,30-40
"Man with the Golden Arm, The (1955)",3678,"Drama,",2,3,978299250,M,56,16,70072,50-60
"Man with the Golden Gun, The (1974)",3639,"Action,",18,5,978153146,F,18,3,95825,10-20
"Manchurian Candidate, The (1962)",1267,"Film-Noir|Thriller,",23,4,978465796,M,35,0,90049,30-40
Manhattan (1979),1244,"Comedy|Drama|Romance,,",2,3,978299143,M,56,16,70072,50-60
Manhattan Murder Mystery (1993),492,"Comedy|Mystery,,",45,3,977991012,F,45,16,94110,40-50
Manny & Lo (1996),862,"Drama,,",1069,3,974943370,M,25,20,98105,20-30
Manon of the Spring (Manon des sources) (1986),1132,"Drama,,",173,5,1009653068,M,25,0,45237,20-30
Mansfield Park (1999),3079,"Drama,,",5,2,978246162,M,25,20,55455,20-30
"Map of the World, A (1999)",3128,"Drama,",187,4,977077030,F,45,1,94061,40-50
Marathon Man (1976),3551,"Thriller,,",23,3,978466115,M,35,0,90049,30-40
"Marcello Mastroianni: I Remember Yes, I Remember (1997)",2776,"Documentary,",1147,3,974873093,M,25,20,98101,20-30
March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),3086,"Comedy,,",10,4,978227574,F,35,1,95370,30-40
Margaret's Museum (1995),114,"Drama,,",541,2,976126353,F,18,4,5849574,10-20
"Mariachi, El (1992)",3267,"Action|Thriller,",5,4,978244893,M,25,20,55455,20-30
Marie Baie Des Anges (1997),1905,"Drama,,",3679,1,981482235,M,25,4,68108,20-30
"Mark of Zorro, The (1940)",941,"Adventure,",84,2,977717649,M,18,4,53140,10-20
Marked for Death (1990),1382,"Action|Drama,,",245,2,976738121,M,35,16,66046,30-40
Marlene Dietrich: Shadow and Light (1996),769,"Documentary,,",1150,3,975193249,F,25,20,75226,20-30
Marnie (1964),2181,"Thriller,,",107,3,977534739,M,45,18,63129,40-50
Married to the Mob (1988),2247,"Comedy,,",26,2,978147012,M,25,7,23112,20-30
Mars Attacks! (1996),1391,"Action|Comedy|Sci-Fi|War,,",18,3,978153583,F,18,3,95825,10-20
Marty (1955),1946,"Drama|Romance,,",33,3,978558007,M,45,3,55421,40-50
Marvin's Room (1996),1399,"Drama,,",187,4,977078294,F,45,1,94061,40-50
Mary Poppins (1964),1028,"Children's|Comedy|Musical,,",1,5,978301777,F,1,10,48067,1-10
Mary Reilly (1996),92,"Drama|Thriller,,",38,1,978045312,F,18,4,02215,10-20
Mary Shelley's Frankenstein (1994),273,"Drama|Horror,,",117,5,977504623,M,25,17,33314,20-30
Mascara (1999),2619,"Drama,,",1291,3,974790833,F,35,0,10011,30-40
"Mask of Zorro, The (1998)",2006,"Action|Adventure|Romance,",2,3,978299861,M,56,16,70072,50-60
"Mask, The (1994)",367,"Comedy|Crime|Fantasy,",9,3,978226678,M,25,17,61614,20-30
"Masque of the Red Death, The (1964)",2784,"Horror,",278,4,976586535,M,45,18,60482,40-50
Mass Appeal (1984),2397,"Drama,,",678,4,988637468,M,25,0,34952,20-30
Master Ninja I (1984),2258,"Action,,",3765,2,966086510,F,50,3,34744,40-50
"Match, The (1999)",3748,"Comedy|Romance,",1605,2,1031507666,F,18,0,28270,10-20
"MatchMaker, The (1997)",1629,"Comedy|Romance,",62,3,977904936,F,35,3,98105,30-40
Matewan (1987),3090,"Drama,,",173,5,1009653032,M,25,0,45237,20-30
Matilda (1996),837,"Children's|Comedy,,",34,3,978103216,F,18,0,02135,10-20
"Mating Habits of the Earthbound Human, The (1998)",2913,"Comedy,",64,4,977891508,M,18,1,53706,10-20
"Matrix, The (1999)",2571,"Action|Sci-Fi|Thriller,",2,4,978299773,M,56,16,70072,50-60
Maurice (1987),3094,"Drama|Romance,,",136,5,977422296,M,18,2,21202,10-20
Maverick (1994),368,"Action|Comedy|Western,,",2,4,978300002,M,56,16,70072,50-60
Max Dugan Returns (1983),3497,"Comedy,,",123,4,978048959,M,35,9,67208,30-40
Maximum Overdrive (1986),2119,"Horror,,",23,3,993707016,M,35,0,90049,30-40
Maximum Risk (1996),990,"Action|Adventure|Thriller,,",73,3,977867538,M,18,4,53706,10-20
Maya Lin: A Strong Clear Vision (1994),759,"Documentary,,",150,4,977303359,M,35,7,98144,30-40
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",860,Comedy,5,2,978244493,M,25,20,55455,20-30
McCabe & Mrs. Miller (1971),3093,"Drama|Western,,",81,1,977786581,F,25,0,60640,20-30
"McCullochs, The (1975)",3312,"Drama,",1470,1,974836437,M,18,4,94118,10-20
McHale's Navy (1997),1445,"Comedy|War,,",148,3,977354434,M,50,17,57747,40-50
Me Myself I (2000),3515,"Comedy,,",92,1,986186496,F,18,4,44243,10-20
"Me, Myself and Irene (2000)",3752,"Comedy,",19,4,979429390,M,1,10,48073,1-10
Meatballs (1979),3040,"Comedy,,",26,3,978271692,M,25,7,23112,20-30
Meatballs 4 (1992),3043,"Comedy,,",216,2,976867873,M,45,13,52761,40-50
Meatballs III (1987),3042,"Comedy,,",216,2,976867873,M,45,13,52761,40-50
Meatballs Part II (1984),3041,"Comedy,,",176,3,977099693,F,18,3,55016,10-20
Medicine Man (1992),2822,"Adventure|Romance,,",13,3,978202577,M,45,1,93304,40-50
Mediterraneo (1991),1184,"Comedy|War,,",53,5,977950419,M,25,0,96931,20-30
Meet Joe Black (1998),2340,"Romance,,",1,3,978300103,F,1,10,48067,1-10
Meet John Doe (1941),973,"Drama,,",67,5,977885484,F,50,5,60181,40-50
Meet Me in St. Louis (1944),918,"Musical,,",10,5,978227215,F,35,1,95370,30-40
Meet Wally Sparks (1997),1439,"Comedy,,",129,1,977433062,M,25,11,20164,20-30
Meet the Deedles (1998),1822,"Children's|Comedy,,",302,3,976507553,M,18,4,04901,10-20
Meet the Parents (2000),3948,"Comedy,,",9,3,978225177,M,25,17,61614,20-30
Melody Time (1948),3776,"Animation|Children's|Musical,,",92,1,986187432,F,18,4,44243,10-20
Melvin and Howard (1980),2988,"Drama,,",161,4,977221960,M,45,16,98107-2117,40-50
Men Don't Leave (1990),2250,"Drama,,",36,4,978060955,M,25,3,94123,20-30
Men With Guns (1997),1788,"Action|Drama,,",5,3,978244603,M,25,20,55455,20-30
Men in Black (1997),1580,"Action|Adventure|Comedy|Sci-Fi,,",3,3,978297663,M,25,15,55117,20-30
Menace II Society (1993),493,"Action|Crime|Drama,,",18,3,978155721,F,18,3,95825,10-20
Mephisto (1981),2075,"Drama|War,,",230,3,976823915,M,45,1,43210,40-50
Mercury Rising (1998),1833,"Action|Drama|Thriller,,",26,4,978139735,M,25,7,23112,20-30
"Merry War, A (1997)",2191,"Comedy,",840,3,999617779,F,25,3,02828,20-30
Message in a Bottle (1999),2497,"Romance,,",10,4,978229979,F,35,1,95370,30-40
Message to Love: The Isle of Wight Festival (1996),1420,"Documentary,,",1685,2,974712842,M,35,12,95833,30-40
"Messenger: The Story of Joan of Arc, The (1999)",3053,"Drama|War,",21,1,978138933,M,18,16,99353,10-20
Meteor (1979),2526,"Sci-Fi,,",17,2,978161068,M,50,1,95350,40-50
Metisse (Café au Lait) (1993),582,"Comedy,,",2129,3,974642484,M,25,5,04103,20-30
Metro (1997),1432,"Action,,",62,3,977903735,F,35,3,98105,30-40
Metroland (1997),2577,"Comedy|Drama,,",673,5,975620249,M,25,20,10023,20-30
Metropolis (1926),2010,"Sci-Fi,,",17,4,978160436,M,50,1,95350,40-50
Metropolitan (1990),1966,"Comedy,,",5,2,978245931,M,25,20,55455,20-30
Miami Rhapsody (1995),278,"Comedy,,",26,3,978145631,M,25,7,23112,20-30
Michael (1996),1409,"Comedy|Romance,,",10,5,978229624,F,35,1,95370,30-40
Michael Collins (1996),991,"Drama|War,,",48,3,978058994,M,25,4,92107,20-30
Mickey Blue Eyes (1999),2805,"Comedy|Romance,,",16,3,978174671,F,35,0,20670,30-40
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1111,"Documentary,,",136,4,977530389,M,18,2,21202,10-20
"Midaq Alley (Callejón de los milagros, El) (1995)",1741,"Drama,",195,5,987377187,M,25,12,10458,20-30
Midnight Cowboy (1969),1952,"Drama,,",44,3,978019279,M,45,17,98052,40-50
Midnight Express (1978),3498,"Drama,,",33,5,978557914,M,45,3,55421,40-50
Midnight Run (1988),3104,"Action|Adventure|Comedy|Crime,,",23,4,978462555,M,35,0,90049,30-40
Midnight in the Garden of Good and Evil (1997),1711,"Comedy|Crime|Drama|Mystery,,",8,3,978231890,M,25,12,11413,20-30
"Midsummer Night's Dream, A (1999)",2622,"Comedy|Fantasy,",10,5,978228212,F,35,1,95370,30-40
Mifune (Mifunes sidste sang) (1999),3320,"Comedy|Romance,,",35,3,978103313,M,45,1,02482,40-50
Mighty Aphrodite (1995),52,"Comedy,,",5,2,978246479,M,25,20,55455,20-30
"Mighty Ducks, The (1992)",2082,"Children's|Comedy,",6,3,978236975,F,50,9,55117,40-50
Mighty Joe Young (1949),2430,"Adventure|Children's|Drama,,",40,5,978039753,M,45,0,10543,40-50
Mighty Joe Young (1998),2429,"Adventure|Children's|Drama,,",8,2,978231890,M,25,12,11413,20-30
Mighty Morphin Power Rangers: The Movie (1995),181,"Action|Children's,,",75,4,977852631,F,1,10,01748,1-10
Mighty Peking Man (Hsing hsing wang) (1977),2602,"Adventure|Sci-Fi,,",195,4,980699391,M,25,12,10458,20-30
"Mighty, The (1998)",2310,"Drama,",57,3,977933908,M,18,19,30350,10-20
Mike's Murder (1984),2945,"Mystery,,",752,1,992021179,F,25,3,97401,20-30
Mildred Pierce (1945),2612,"Drama,,",33,4,978982608,M,45,3,55421,40-50
Milk Money (1994),276,"Comedy|Romance,,",26,3,978140162,M,25,7,23112,20-30
Miller's Crossing (1990),1245,"Drama,,",2,2,978299200,M,56,16,70072,50-60
Mimic (1997),1603,"Sci-Fi|Thriller,,",36,4,978210900,M,25,3,94123,20-30
Mina Tannenbaum (1994),1163,"Drama,,",327,3,976397718,M,35,18,55448,30-40
